author,text,published_at,like_count
@parlindunganpardosi6524,"Kenapa harus meneror umat kristiani,apa kesalahan gereja????apakah mengganggu ketenangan umat muslim disana???.Mohon para pelakunya di tindak tegas sesuai hum yg berlaku di Negeri ini.",2025-07-11T04:01:56Z,0
@mboh665,"kalo hidup beragama di banten/jabar cuma ad 2 pilihan, islam ato atheis",2025-07-11T03:54:03Z,0
@Soegale,"Bila berani jujur, Indonesia memang bukan tempat yang kondusif untuk umat Kristen dan Katholik.
Terlalu banyak permusuhan dan kebencian akut terhadap umat Kristen dan Katholik. Diskriminasi yang sangat-sangat biadab kerap diterima oleh orang-orang Kristen/Katholik di Indonesia.
Pemerintah Indonesia tampaknya tidak serius menangani masalah pelanggaran HAM berat ini
Rezim demi rezim berlalu, penguasa silih berganti tetap saja orang-orang Kristen/Katholik di Indonesia diganggu dan dimusuhi tanpa alasan yang jelas.
Mengerikan memang... Kebuasan dan kebrutalan ditunjukkan secara terang-terangan.
Memang masalah ini sebaiknya dibawa ke pengadilan internasional.",2025-07-11T03:51:44Z,0
@zaraphehe8109,bau2 wahabi pelakunya(NU). setuju sih kang dedi kek pencritraan. oligarki kek jokowi,2025-07-11T03:34:47Z,0
@RanggaAnanda-i5l,"Kalau begini, berarti orang islam itu sendiri yang merusak islam itu sendiri, bodoh!!!!",2025-07-11T03:33:10Z,0
@ElzWahyuni,"Setuju kurang setuju  mengenai soal kebiasaan KDM yg selalu memberi uang setiap ada kasus (meskipun saya tau maksudnya sangat baik) yang akhirnya bisa disalahgunaka oleh beberapa oknum masyarakat Jabar, dan juga tidak semua kasus bisa diselesaikan dgn uang 🙏",2025-07-11T03:31:44Z,0
@mas_tul.youtube,"Mantap pak gembul....!!!!!!
Gassss terus",2025-07-11T03:27:32Z,0
@dharmonoprawata9988,"terus orang2 yg disuruh ya mau saja ini gak bener hrsnya dipikir dulu gak srudak sruduk ngono, ngawur itu",2025-07-11T03:25:32Z,0
@feryxdam3826,"Yg Pasti orang Non Muslim di Indonesia ingin Beribadah dengan tenang,ingin berkarir dengan tenang dalam bidang masing2 sesuai skill..ya misal kan mereka pintar,beri kesempatan/reward yg sesuai..",2025-07-11T03:25:31Z,0
@dharmonoprawata9988,"seharusnya ootaknya hrs ditangkap, diagak paham uud 45",2025-07-11T03:22:27Z,0
@tukinandriyani6158,Cerdas banget kata2nya❤❤❤ kaum rendahan,2025-07-11T03:15:55Z,0
@jlyn8219,Kookie,2025-07-11T03:12:33Z,0
@drafransiscasriastuti8772,Negara kita negara Pancasila,2025-07-11T03:09:32Z,0
@__-wt8qk,"Intoleransi tidak tumbuh liar di Cidahu, tp justru dibina. Dimanfaatkan kepala daerah/tokoh agama/aparat oportunis dan diprovokasi menggunakan tafsir sempit agama yang menolak pluralitas.

Paham anti-pancasila & melanggar UU yg berujung kekerasan & perusakan ini dilakukan utk menyingkirkan kelompok minoritas dari ruang publik, membatasi hak asasi dengan dalih moral sesat, dan menjadikan intimidasi sebagai alat kontrol sosial.",2025-07-11T02:56:30Z,1
@GodiPasaribu,Ajaran agama mereka seperti itu yg terbaru ???,2025-07-11T02:55:00Z,0
@listrianaalice9265,Terimakasih Guru Gembul yang telah mewakili uneg uneg ketidakadilan yg terjadi bila menyangkut persoalan agama.. Semoga sehat terus.. Semoga hukum negara bisa atasi tindak kriminal warga negaranya dg adil dan benar..,2025-07-11T02:54:53Z,0
@tjahtngina2138,Padahal AGAMA sampai punya kementrian n Mentri nya sendiri pak guru lupa peran mereka SPT-nya...kementrian n Mentri nya hanya ngurus agama Islam tok.,2025-07-11T02:46:41Z,0
@manomano3101,Ke ntt bro biar d ajarkan toleransi,2025-07-11T02:32:59Z,0
@enangsil,"Seluru umat kristen yang ada di nkri 
Mari dukung papua. Merdeka dan apabila papua merdeka mari ikut gabung ke papua biar kita bisa beribadah bebas",2025-07-11T02:32:11Z,0
@davidsulayman2620,Pak guru gembul harus simak dulu dgn jelas EDIS TV,2025-07-11T02:28:27Z,0
@gidionmansa9425,Saya org Kristen dan berpandangan tentang pencerahan yg di kemukakan oleh BPK Ustaz Guru Gembul Luarbiasa. Jika polah pikir semua umat di Indonesia ini sama dgn pak Ustaz Guru Gembul sy yakin tidak mungkin ada persekusi antara umat satu dgn umat yg lain. Kalian selalu pelaku bejad dan anarkis kalian jangan menganggap perbuatan kalian itu sudah selesai anda menabur murka dan pasti menuai badai. Hidup kalian TDK akan damai baik di dunia ini maupun di akhirat. Karena yg kalian tindak itu Anak2 milik TUHAN YESUS KRISTUS maka Tuhan yg akan berperkara dgn kalian dan keluarga kalian. Mau bukti tanya Yahya waloni setan yg kentut Alkitab dll. 😮😮,2025-07-11T02:18:28Z,0
@caturwindrayadi2069,"Islam agama damai, kasih, kalem dan berkharisma (jika minoritas, posisi kurang kuat dan pendatang)

Coba liat diberbagai daerah. Bagaimana jika sebaliknya?",2025-07-11T02:16:21Z,0
@niksaputra4786,Mayoritas yg sangat tidak berkualitas...tak punya urat malu,2025-07-11T02:16:16Z,0
@setiawandidi1183,Negara yg dikelola oleh orang orang munafik bernalar rendah tidak akan pernah maju sampai kapanpun,2025-07-11T02:16:04Z,0
@hartonoandronicus355,Trend cari duit dan selamat jadi mukalaf😂😂,2025-07-11T02:11:10Z,0
@bambangyogianto,"Polisi otak anjing ,memalukan orang muslim sendiri saya ikut malu dengan sikap polisi yang meremehkan tindakan biadap",2025-07-11T02:08:15Z,0
@Jarlulfric4202,"Klo sukabumi mah gk heran, sarangnya ormas ormas penjual agama dan ormas preman disana",2025-07-11T02:06:17Z,0
@putriandini9799,Kurang rame isunya.. Yg lain ga berani bahas ya?,2025-07-11T01:57:26Z,0
@HasanBurhanudin-u9k,Anak buah si riziq asu meureun,2025-07-11T01:55:47Z,0
@hartonoandronicus355,Ultra dungu kompleks......😂😂😂,2025-07-11T01:50:27Z,0
@hartonoandronicus355,Marilah menjaga kerukunan dan tegakkan hukum.... Damailah NKRI❤❤❤,2025-07-11T01:46:08Z,0
@yulianusmarian330,"SANGAT SETUJU DENGAN PENJELASAN DARI PAK YG PUNYA CHANNEL INI.. 
LUAR BIASA..PENJELASAN YG TERDIDIK INI..",2025-07-11T01:42:44Z,0
@njilesembiring9385,"Perbuatan initdk dpt dibenarkan,nero 😊dibenarkan,bkn baik ya",2025-07-11T01:42:00Z,0
@Pinbarnacci,"8:40 wah.., gugem jangan bilang gitu dong, nanti benar2 ditiru, setelah pelakunya ketangkap, bilang: aku dapat tutorial dari gugem",2025-07-11T01:22:29Z,0
@alexa5536,"Mungkin minta maaf....... haram hukum ny x, pa.... 😁 🙏🏻",2025-07-11T01:10:38Z,0
@torogunawangunawan3305,"Saya setuju dgn pak guru ... ada sosok penjahat provokator yg mau merusak iklim damai di bangun KDM, mereka tidak bisa lagi main uang di Jabar...😢",2025-07-11T01:09:18Z,0
@awiyu904,Ini bisa diprotes dunia.jangan lupa Kristen adalah agama mayoritas dunia 😂😂,2025-07-11T01:05:54Z,0
@rouwkedandel4674,"Yg mayoritas itu bukan hanya minoritas secara kuantitas, tp dlm semua aspek kehidupan serba minoritas,  makanya stress lalu jadi BRUTAL & BIADAB.....!!!",2025-07-11T01:02:47Z,0
@Sartono-wq6vh,"Semoga bungEdis tv dan para apologet kristiani, menyimak mengetahui dan mengerti ""komentar"" nya pak.guru Gembul ini. tentang begitulah karakter islam di Indonesia yg katanya Bhineka tunggal ika dan Pancasila.",2025-07-11T00:45:07Z,0
@Supriyanto-M20,Guru Gembul menyampaikan aspirasi saya...Terima kasih...,2025-07-11T00:42:01Z,0
@dandelion658,menurut saya lebih baik orang kristen memisahkan diri saja dari indonesia bahagian barat karena indonesia bahagian barat umumnya mayoritas islam dan orang kristen mendirikan saja negara baru yakni indonesia bahagian timur karena umumnya indonesia bahagian timur mayoritas kristen. Amiin terima kasih,2025-07-11T00:33:06Z,0
@azissitungkir6715,Sangat salut pencerahan konten ini... semangat guru gembul kami membutuhkan pencerahan ini...,2025-07-11T00:07:48Z,0
@rishotsitumorang9064,"Agama yg tidak memiliki SOP keagamaan harus di BUBARKAN 
  ingat  kalian islam indonies ini bukan milik agam kalian 
   Saya berharap agama yg tidak sejalan dengan sifat dan perilaku keagaam yg benar di indonies ini harus di BUBARKAN 
   Sangat terlalu bodoh orang yg membenarkan agamanya yg sifatnya Anarkis, kekerasan, Semena-mena, merajalela, rusuh, pengacau, pengganggu, 
  Bila sifat ajaran agama kaian seperti ini, lalu seperti apa perilaku Iblis,..?",2025-07-11T00:05:39Z,0
@TLScrash,itu bukan orang islam itu kriminal,2025-07-10T23:54:37Z,0
@jhonsembiring959,"Padahal saat di rusak, rame rame, oknum polisi dan TNI ada di tempat tpi seperti nya oknum polisi dan TNI tdk berdaya",2025-07-10T23:51:51Z,0
@weldilistiatijaya1487,"Pa gitu gembul , anda luar biasa bijak ,sekali lanjut terus BP , agar umat Islam menjadi pinttaaar ya pa? kasian juga tidak masuk surga , nantinya , 😊😊trmksh BP guru gembul",2025-07-10T23:30:54Z,1
@ZECUTwcOfficial,Malu saya maupun dari segi agama dan daerah saya,2025-07-10T23:07:43Z,0
@pujiastuti12,"Tuhan Ampuni Orang2 yg Mengerti dlm pengrusakan dan tidak mengenal engkau. 
Haleluya Amin",2025-07-10T23:02:33Z,0
@Agna-2g,muslim ini sgt cerdas,2025-07-10T23:00:35Z,0
@roslingultom7585,Mau ibadah Islam atau Kristen ibadah sama hak...tidak boleh main hakim sendiri .yg merusak itu Sdh termasuk kriminal.jika di biarkan. Nanti sewena2 ke semua org.sifat seperti ini jd cth tidak bgs ke pada anak bangsa.,2025-07-10T22:53:41Z,0
@riafaut1758,Memangx Indonesia ini  negara Islam we kasdrun,2025-07-10T22:13:21Z,0
@ren26_,"Berita ini viral dan hampir setiap channel yg saya ikuti pasti membahasnya. Saya melihat komenan, reaksi dan beberapa saling adu argumen tentang ini. 

Ada Muslim yg mengatakan itu sangat memalukan, ada yg justru mengatakan memang sepantasnya mereka merusak villa itu dan mengusir org2 itu dari sana.

Tapi juga ada, org2 Kristen yg menunjukkan kekesalannya atas keyakinan Islam secara menyeluruh, seolah2 semua org Islam itu sama saja, dan begitu juga sebaliknya org dgn keyakinan Islam.

Saya sendiri org dgn keyakinan Kristen, kalau mungkin ada saudara saya yg sesama Kristen membaca komentar ini sy mau ingatkan adanya nubuatan tentang Anti Christ di dalam Alkitab. 

Mereka tidak ditulis secara spesifik adalah org2 Muslim, org2 Buddha ataupun org dgn ajaran keyakinan manapun.. Menurut saya itu sudah cukup dengan menyalah2kan antar dua, tiga keyakinan yg tidak ada habisnya.

Karna saya juga yakin, Nabi Besar Muhammad SAW tidak mengajarkan untuk menjadi penjahat kepada pengikutnya, melainkan hal2 yg baik. Mereka yg merusak, mengganggu, memprovokasi, sejatinya bukanlah pengikut Beliau.",2025-07-10T22:11:44Z,0
@VERBENA26,Apakah MUI dan ormas-ormas konyol itu sudah kemasukan mata-mata Israel atau mungkin sudah di suap biar tambah kacau🤔,2025-07-10T21:54:49Z,0
@Jonponti-z9c9z,Mabuk agama harus di masukkan ke kandang singa,2025-07-10T21:48:27Z,0
@Revelation81,😅👍 saya salah satu yg exodus ke 🇺🇸 krn sdh muak tinggal di indonesia. Disini tidak ada bising suara Toa dan tidak bising kaum intoleran. Damai sentosa 😂✌️,2025-07-10T21:38:09Z,0
@yacobuskobus1381,Saya sangat setuju apa kata guru gembul. Maju terus bang💪,2025-07-10T21:29:21Z,0
@yakobusjawa5832,"Bodoh bodoh orang yang ber AGAMA """" """"Islam """"",2025-07-10T21:17:28Z,0
@innakhalifah-b8g,kementian ham harusnya ngurusin babi😅,2025-07-10T20:56:35Z,0
@DjuniTobing,Indonesia semua agama itu pendatang....,2025-07-10T20:12:55Z,0
@michaels7943,Orang - orang di lembaga Ham t⁴i laso semua. Enak sekali maafkan. Tindakan melanggar hukum tindak dengan hukum. Lembaga Ham peIir,2025-07-10T19:50:37Z,0
@abdullahsaidi54,"Kecerdasan rendah, mudah di provokasi",2025-07-10T19:25:50Z,0
@Hiii8-g8u,"Islam ☪️  akan hancur,  Kristen akan banjir dengan Murtad",2025-07-10T19:03:47Z,0
@JuniPurba-j1k,"Didalam UUD 1945 Pasal 28 E ayat 1 dan Pasal 29 ayat 2 serta didalam UU No. 39 tahun 1999 tentang HAM di Pasal 22 sudah dinyatakan secara Tegas bahwa setiap orang bebas memeluk agamanya masing2 dan bebas beribadat menurut agamanya......!!!
Menurut aturan tsb diatas dapatlah disimpulkan bahwa setiap orang diberi kebebasan oleh NEGARA didalam melaksanakan kegiatan Ibadah Agamanya, dimana pun dan kapan pun........asalkan kegiatan tsb tidak mengganggu kepentingan umum (seperti : dilakukan di jalan raya).........!!!
Namun dalam kenyataannya kejadian seperti tsb selalu berulang terjadi di bumi NKRI ini, dimanakah sebenarnya peran NEGARA didalam melindungi keamanan Rakyat nya disaat akan/ sedang melaksanakan Ibadah Agama nya.......???!!!
NEGARA harus lah tegas didalam bertindak.......!!!
Sikap dan tindakan Intoleransi di bumi NKRI ini haruslah ditumpas dan dikikis habis......!!!
Perbuatan yg merusak RUMAH IBADAH atau Bangunan yg sering digunakan utk beribadat oleh umat agama lainnya maupun perbuatan yg melarang, menghalang2i atau mengganggu pelaksanaan kegiatan  Ibadah agama lainnya adalah merupakan perbuatan yg sangat KETERLALUAN dan sangat BIADAB........!!!
Perbuatan tsb sudah melanggar HAM.......!!!
Tindakan tsb tidaklah boleh ditolerir oleh BANGSA dan NEGARA ini.......!!!
Para PROVOKATOR dan para PELAKU tindakan Anarkhis yg Intoleran tsb harus ditindak Tegas......!!!
NEGARA melalui Aparatur Penegakkan Hukum Negara tidak boleh berdiam diri .......!!!
Bapak Presiden RI PRABOWO SUBIANTO dan Bapak Wakil Presiden RI GIBRAN RAKAGUMING RAKA selaku Pemimpin Pemerintahan dan selaku Pemimpin Negara RI harus lah bersikap dan bertindak Tegas didalam upaya mengikis habis perbuatan dan tindakan dari para PELAKU Intoleran di buni NKRI ini......!!!
Beberapa orang Oknum Petugas Keamanan Negara yg berada disaat terjadinya pengrusakan Rumah Ibadah tsb, namun ddiduga tidak melakukan tugas secara maksimal ( tidak ada upaya) utk menghentikan atau meredam peristiwa tsb sepatutnya diperiksa oleh PROPAM POLRI dan DAN POM TNI......apabila mereka terbukti bersalah maka mereka juga haruslah ditindak setegas2nya......!!!
Begitu juga buat para Oknum Pegawai Kementerian HAM yg telah meminta dan mendesak pihak POLRI agar melepaskan para PELAKU tindakan Anarkis yg Intoleran tsb dengan membawa2 nama Institusi Lembaga Negara RI tsb agar ditindak tegas dan diberhentikan secara tidak hormat (dipecat).....karena tindakan yg telah mereka lakukan tsb sudah sangat mecemarkan, mempermalukan dan merusak citra dari Institusi Kementerian HAM RI yg menimbulkan kesan bahwa Kementerian HAM RI tidak melarang, menyetujui serta mendukung tindakan Pelanggaran HAM di bumi NKRI ini.....!!!
Begitu pula terhadap Bapak Natalius Pigai agar segera diganti/ dipecat dari jabatannya sebagai Menteri HAM RI, karena kinerja nya selama ini sangat lah buruk dimata Rakyat Indonesia........!!!
NEGARA harus bersikap dan bertindak Tegas .......!!!
🙏🙏🙏🙏🙏",2025-07-10T19:01:16Z,0
@saipulfintar09,"Di Kalbar aman kok di sini toleransi nya tinggi, kami di sisni saling hidup berdampingan. Salman dari Pontianak",2025-07-10T18:54:46Z,0
@lafochanel3738,"Saya nilai anda agak sedikit munafik sebenarnya,.

GK Usah buat kebijakan dgn perkataan anda pak, karna dasar nya Klian org Islam memang udah di ajarkan memusuhi non muslim, tapi Klian TDK akan mengungkap kan nya dan ajaran itu pun Klian GK publikasi kan, dan itu lah salah satu contoh yg terjadi maaf saya TDK hanya menebak tapi ini lah sebenarnya dan jika mau bukti coba telusuri dari hal2 sebelum nya.",2025-07-10T18:38:55Z,0
@aritonang3343,"Negara melalui penegak"" hukum, tp apa yg dilakukan para penegak hukum pada saat melihat kerusakan fisik dan mental yg diderita korban ?",2025-07-10T18:07:29Z,0
@sentosasiburian9109,Memalukan dan Otak Kosong....😂😂😂,2025-07-10T17:59:07Z,0
@yansdaniel2049,"Entah kenapa dari awal guru gembul muncul entah kenapa beliau seperti representative muslim yg Ahlakul Karimah, dari pola pikir perpektif beliau terhadap sesuatu, entah kenapa melihat beliau jika Islam yg sebenarnya adalah sikap beliau, betapa Indahnya Islam itu sebenarnya",2025-07-10T17:53:39Z,0
@deviretnowulanherawatisiag3617,"Pak Guru.. kenapa kelakuan mereka lebih sadis daripada kelakuan G30/S/PKI ya ???

Apakah itu sifat dasar apa gimana ???",2025-07-10T17:52:30Z,0
@eleasar3695,Itu konspirasi itu terstruktur dan sudah di seting,2025-07-10T17:46:21Z,0
@SalamPancasila-d6h,"𝐏𝐑𝐀𝐁𝐎𝐖𝐎 𝐀𝐉𝐀 𝐊𝐀𝐓𝐀𝐍𝐘𝐀 𝐏𝐔𝐍𝐘𝐀 𝐊𝐄𝐋𝐔𝐀𝐑𝐆𝐀 𝐘𝐀𝐍𝐆 𝐁𝐄𝐑𝐁𝐀𝐆𝐀𝐈 𝐄𝐓𝐍𝐈𝐊 𝐃𝐀𝐍 𝐀𝐆𝐀𝐌𝐀 𝐓𝐀𝐏𝐈 𝐌𝐀𝐋𝐀𝐇 𝐃𝐈𝐀𝐌 𝐌𝐄𝐌𝐁𝐈𝐒𝐔 𝐃𝐄𝐍𝐆𝐀𝐍 𝐇𝐀𝐋 𝐒𝐄𝐊𝐄𝐉𝐈 𝐈𝐍𝐈. 

𝐌𝐈𝐑𝐈𝐒 𝐃𝐄𝐍𝐆𝐀𝐍 𝐁𝐀𝐏𝐀𝐊 𝐍𝐄𝐆𝐀𝐑𝐀 𝐈𝐍𝐈 🤦🏻‍♂️

❤🇮🇩",2025-07-10T17:45:59Z,0
@YanchaniagoChaniago,Memang uud hrs benar2 ditegakan tanpa terkecuali.tangkap pembuat rusuh,2025-07-10T17:44:43Z,0
@koeaylie1788,"Gak pernah nyesel mengirim dan mendukung anak2 untuk hidup di Luar Negri, walaupun kami orang tua harus kesepian di Indonesia.  Miris sampai saat ini terus melihat semena2nya si kaum Mayoritas terhadap kami kaum minoritas chindo kristen. Dan b7at kami Negara gagal, karena tidak benar2 niat berbuat sesuatu untuk melindungi. Padahal kami sebagai warga negara taat menjalani kewajiban kami sebagai warganegara dan taat membayar pajak.  Sebaliknya hak kami sebagai warga negara tidak di lindungi. Sudah cukup mendapat trauma saat kejadian tahun 1998. Sampai saat ini masih terus melihat penindasan kepada kaum minoritas. Terjajah di negri sendiri.",2025-07-10T17:42:57Z,0
@j.christya2924,mending gak usah ada agama aja lah sudah.,2025-07-10T17:36:48Z,0
@iyans1293,"Apapun yg dilakukan pak KDM saat ini ddlm menyelesaikan permasalah tersebut, saya rasa sudah baik n tepat...
Saya sebagai kristen salut trhadap beliau.
Walau ada bnyk saudara2 kristiani yg kurang puas akan pananganan beliau yg dianggap krg tegas, tp bagi saya, apa tindakan n kinerja yg tlah KDM lakukan, adalah yg terbaik untuk ""saat ini""😊.
Krna saya rasa beliau jg tahu, bahwa moment permasalah yg paling sulit untuk diselesaikan secara langsung selama ini, adalah masalah agama, terlebih apabila menyangkut dng kaum islam yg msh mayoritas dinegara ini.😊
Sehingga langkah bijak yg tlah dilakukan, saya rasa sdh tepat untuk saat ini, untuk mengademkan suasana terlebih dahulu.
Ditambah tamparan beliar pd oknum2 islam itu dng kata2 yg mengunakan kalimat2 bijak yg halus dan baik. 
Thank you so much Kang Dedy😊",2025-07-10T17:36:46Z,1
@MarthenWadu-b3h,"Kalau saya lihat di video nya bukan hanya 7 orang tapi lebih dari 7 orang kenapa kok hanya 7 orang yang di tahan kami orang non muslim untuk sementara kami masih diam tpi ingat satu waktu pasti akan jdi kerusuhan yg tak terbendung kami diam bukan kami takut tpi kami masih menghargai NKRI ingat itu baik""",2025-07-10T17:36:41Z,0
@riyonosantoso2660,"""Itulah kalau sistem saudara seiman."", ""Biar salah tetap diBela bela  Dilindungi.itulah Polisi konoha Takut dgn umat intoleran."" ""👎👎😋🤣🤣🤣🤣😁🤭""",2025-07-10T17:34:54Z,1
@cityelectronic1553,Ada elit yang bermain di Jabar maksudnya untuk menjatuhkan kdm100% dengan pluralisme dengan cara menunggangi agama,2025-07-10T17:28:45Z,0
@ellysuhermin8932,"Pak Guru Gembul saya angkat jempol
Saya jadi paham yg pak Guru terangkan. Sudah jelas tentang MUI.",2025-07-10T17:28:03Z,0
@edypurnomo2253,Semoga pemerintah mengambil keputusan untuk menghentikan rasa intoleransi di negara ini,2025-07-10T17:27:11Z,0
@VinoBastian-f6l,Tolong jgn sampai perang agama,2025-07-10T17:26:34Z,0
@SalamPancasila-d6h,"𝐌𝐚𝐧𝐭𝐚𝐩 𝐩𝐚𝐤 𝐠𝐮𝐫𝐮 ✌🏻👍🏻🙏🏻

❤🇮🇩",2025-07-10T17:24:13Z,0
@tjihendjienoe85,Xixixixi ........ MAKLUM NEGARA' BERKEMBANG  YANG  SECARA SDM NYA PATUT DI  PERTANYAKAN. 😁😁😁,2025-07-10T17:21:34Z,0
@dominggusmalino,"Para pendahulu nyebarin ajaran islam di indonesia pake keringat darah, hanya buat di lecehkan sm manusia2 dungu jaman skg, sm agama lain jg gtu. 
Cb aja untuk memeluk sebuah agama dibutuhkan uji komptensi atau sistem sejenisnya, dijamin pemeluk agama,agama apapun jd minoritas butiran debu di negara Konoha😂😂😂😂",2025-07-10T17:20:20Z,0
@rudynias252,Bagai mana pun ceritanya kami orng Indonesia bukan pendatang,2025-07-10T17:19:39Z,0
@SampoernaSilva-qf3zj,Saya bangga dengan pak ustad yg sangat moderat,2025-07-10T17:18:33Z,0
@adytempomona8647,Terimakasih guru gembul. Anda  atau  karya permadi tepat the next mentri keagaaman. Salam toleransi,2025-07-10T17:17:28Z,0
@ellysuhermin8932,Ahklaknya Rendah.,2025-07-10T17:16:48Z,0
@PitherRantetasak,"Kristen sebagai agama minoritas di negri konoha yg dibutuhkan adalah kedamaian, dan kenyamanan jgn di ukur dari uang.,....",2025-07-10T17:13:02Z,0
@vinsensiusfrisco7656,Indonesia mau jadi negara islam terbesar didunia,2025-07-10T17:05:29Z,0
@ANDINOVAA1314-o6x,Umat muslim tidak boleh diam kalau di hina...,2025-07-10T17:05:12Z,0
@doodooliy,Guru gembul semoga bapak terberkati.. bapak salah satu islam yang waras dan saya hormat dgn bapak. Begitulah realita islam di indonesia busuk sebusuk busuknya gak bernalar dan mabok agama,2025-07-10T16:54:59Z,0
@sitisunarni6469,KDM hanya membuat anjing2 intoleran TDK jera dalangnya TDK ditangkap,2025-07-10T16:50:12Z,0
@Triono-h8z,Mana itu muslim muslimah membikin malu saja kalian ini tinggal di NKRI NEGARA YANG BER-BHINNEKA TUNGGAL IKA BUKAN TINGGAL DI NEGARA FANATIK,2025-07-10T16:44:14Z,0
@ovn07109,Guru gembul sangat tau cara islam ngemis😂,2025-07-10T16:39:49Z,0
@timonggurlubis7227,"tdk apa2 mereka berprilaku seperti itu kpd kita minoritas
Kita doakan mereka menjadi org percaya YESUS
Sebab nereka tdk tau apa yg mereka rusak atau ganggu",2025-07-10T16:39:25Z,0
@fransngawan6107,Tes,2025-07-10T16:37:53Z,0
@tekpengtekpeng,"Sungguh indah, tepat, mantap dan bermanfaat semua yang dijelaskan bro GG ini. Inilah muslim sejati yang Rahmatan Lil Alamin dengan tindakan nyata bukan hanya lipservis. 
Semoga Indonesia bisa melahir banyak guru-guru yang berani menyuarakan keadilan dan kebenaran seperti GG ini.
Hanya Kebajikan Tuhan berkenan. Semoga semua makhluk hidup berbahagia.
Tuhan Yesus memberkati kita semua yang cinta damai dan keharmonisan hidup.🙏🙏🙏☕☕☕☕☕",2025-07-10T16:35:26Z,0
@deVanessacute,Bisa jdi backing nya CAPLIN,2025-07-10T16:29:20Z,0
@yusufriadi2248,negara ini milik golongan apa milik seluruh rakyat.,2025-07-10T16:20:27Z,0
@NasoDelaw,"Sampai saat ini apa pun yang dilakukan kristen selalu salah dimata Islam tapi tempat mesum, tempat maksiat koq Islam SPT tidak mau tahu..??

Kristen tidak jahat pada sesama dan tidak mengajarkan permusuhan dan kebencian tapi sampai saat ini mengapa Islam membenci ibadah kristen..??

Gua heran saja mengapa dibiarkan berkembang kejahatan itu, apa maksudnya..??🙋🙋",2025-07-10T16:19:36Z,0
@IdaAstuti-i1k,Shalut buat Guru Gembul...,2025-07-10T16:07:05Z,0
@RiaminSimanjuntak-x5h,"Itulah ajaran kristen , karena Tuhan YESUS mengajarkan cinta damai",2025-07-10T15:59:35Z,0
@yuliuskobitang1598,"Dan harus kalian tahu, penurunan simbol salib itu kalau di Kristen sangat sangat sakra loh itu dilakukan,salib melambangkan pengorbanan Yesus Kristus untuk menebus dosa manusia dan merupakan pusat dari iman mereka.

Berikut adalah beberapa poin penting mengenai makna salib dalam agama Kristen:

Penebusan Dosa:

Salib melambangkan kematian Yesus di kayu salib sebagai kurban untuk menebus dosa manusia.

Kasih Allah:

Kematian Yesus di salib menunjukkan kasih Allah yang besar kepada manusia.

Simbol Identitas:

Bagi umat Kristen, salib menjadi simbol identitas dan pengakuan iman mereka.

Doa dan Perlindungan:

Menandai diri dengan tanda salib juga dianggap sebagai doa dan bentuk perlindungan dari godaan dan kejahatan.

Perayaan Liturgis:

Tanda salib digunakan dalam ibadah dan doa-doa resmi gereja sebagai bagian dari liturgi.

Jadi, salib bukan hanya sekadar benda, tetapi memiliki makna teologis dan spiritual yang mendalam bagi umat Kristen.",2025-07-10T15:57:09Z,0
@juanojawa7816,❤❤❤❤❤BRAVO ISRAEL DAN AS.... RATAKAN MEREKA 🎉🎉🎉,2025-07-10T15:55:07Z,0
@krisyantilukito2738,"negri ini buksn negri agama mayoritas, negri ini negri Pancasila.    Tangkap dalangnya.  jgn dibiarkan berkeliaran.  Pemerintah ko kalah sama intoleran ?",2025-07-10T15:55:06Z,0
@starseventh,"100% ada aktor intelektual... ada master mind di balik kejadian arogansi di Cidahu.
Kapan diungkap dan ditangkap lalu diadili?",2025-07-10T15:52:49Z,0
@MariaKumaunang,Ini betul betul membuat hati adem  ini baru muslim sejati,2025-07-10T15:49:35Z,0
@starseventh,Guru Gembul memang luar biasa. ❤,2025-07-10T15:49:20Z,0
@EbenHaezerTualaka,"Terimaksih buat pa GURU GEMBUL. Ats Sgl BIJAKSANA mu smoga sht2 sllu bersama kluarga,,,
skli lg dr pribadi sy kamu cocok jd Menteri Agama untuk merangkul seluruh Agama d i indonesia 
# SYALAM TOLERANSI",2025-07-10T15:37:57Z,0
@InaIna-i5y,Mui kalow ada anggaran berupa ... Pasti cepet ambil kalow ada masalah ngilang tah sembunyi kemana 😅😅,2025-07-10T15:37:51Z,0
@olkegeilleroce7510,Ini negara berdasarkan. PANCASILA.. .. Tetapi orang yg tdk punya Agama.. Merusak nya.. 🤔,2025-07-10T15:37:36Z,0
@excellinekheyrenina8397,Nah ini guru gembul harusnya yg dijadikan org penting dikemenag mungkin indonesia bisa agak berjalan yg namanya toleransi...👍🏻👍🏻,2025-07-10T15:35:29Z,0
@excellinekheyrenina8397,Nah ini guru gembul harusnya yg dijadikan org penting dikemenag mungkin indonesia bisa agak berjalan yg namanya toleransi...👍🏻👍🏻,2025-07-10T15:35:29Z,0
