author,text,published_at,like_count,clean_text,label_sentimen
@Hitexh-h8d,Itu karna di Islam diajarkan tidak ada Tuhan lain selain Allah.,2025-07-08T22:38:48Z,0,Itu karna di Islam diajarkan tidak ada Tuhan lain selain Allah,neutral
@DewiWulandari-x4v2y,Uang 100 JT untuk apa? ? Klu pada akhirnya membantu para perusuh untuk terhindar dari pidana haha,2025-07-08T22:35:48Z,0,Uang JT untuk apa? ? Klu pada akhirnya membantu para perusuh untuk terhindar dari pidana haha,negative
@Nn-uux87,"Menteri Agama, apa lagi MUI diam karena gak da duitnya kalo jualan stempel halal baru cepet tanggap 😁 intinya gitu kan ni nyata lho,  Keadilan Sosial Bagi Seluruh Rakyat Mayoritas",2025-07-08T22:35:44Z,0,Menteri Agama apa lagi MUI diam karena gak da duitnya kalo jualan stempel halal baru cepet tanggap intinya gitu kan ni nyata lho Keadilan Sosial Bagi Seluruh Rakyat Mayoritas,negative
@invozeb4994,Mereka mabuk abis minum kencing unta mungkin😂,2025-07-08T22:31:09Z,0,Mereka mabuk abis minum kencing unta mungkin,negative
@FrLat,Pak Guru kami sangat setuju dan mendukungmu utk tetap menjaga  toleransi kegiatan itu tdk melukai dan merugikan anda dan keluarga pengrusak mereka memuliakan Tuhanya mamuji Tuhan kenapa anda resah,2025-07-08T22:30:53Z,0,Pak Guru kami sangat setuju dan mendukungmu utk tetap menjaga toleransi kegiatan itu tdk melukai dan merugikan anda dan keluarga pengrusak mereka memuliakan Tuhanya mamuji Tuhan kenapa anda resah,positive
@benindomaret5979,"Bukan Cari Muka, namun Guru Gembul Orang pintar yang membawa kesejukan",2025-07-08T22:29:13Z,0,Bukan Cari Muka namun Guru Gembul Orang pintar yang membawa kesejukan,negative
@Boboho-z2w,"Umat tertindas berdoa, ampunila mereka sebab mereka tdk tau apa yg mereka perbuat. Tetapi Tuhannya sdh merancang hadiahx, semoga tdk berupa bencana dariNya. Kita tunggu2 saja.",2025-07-08T22:29:03Z,0,Umat tertindas berdoa ampunila mereka sebab mereka tdk tau apa yg mereka perbuat Tetapi Tuhannya sdh merancang hadiahx semoga tdk berupa bencana dariNya Kita tunggu saja,negative
@adamaldi5449,"Jika rumah ibadah ijin lengkap, pasti masyarakat sekitar setuju bro. Narasi pasang PERANGKAP minoritas kepada mayoritas, yang sering terjadi.",2025-07-08T22:22:10Z,0,Jika rumah ibadah ijin lengkap pasti masyarakat sekitar setuju bro Narasi pasang PERANGKAP minoritas kepada mayoritas yang sering terjadi,negative
@OnePiece-nx2zv,katolik itu kristen juga guru gembul...harusnya protestan dan katolik,2025-07-08T22:13:12Z,0,katolik itu kristen juga guru gembul harusnya protestan dan katolik,negative
@prettyflower5021,"Mana laskar Kristus? Diperkusi kenapa diam saja pake hikmat Tuhan, jangan mengadu ke mana2 tapi tidak ada jalan keluar!! TUHAN SAJA TIDAK BERDIAM DIRI, tapi membalas perlakuan setan2 yg mengganngu Ibadah!!",2025-07-08T21:43:47Z,1,Mana laskar Kristus? Diperkusi kenapa diam saja pake hikmat Tuhan jangan mengadu ke mana tapi tidak ada jalan keluar!! TUHAN SAJA TIDAK BERDIAM DIRI tapi membalas perlakuan setan yg mengganngu Ibadah!!,negative
@AbbasTutorialGame,Yang paling parahnya lambang salip di hancurkan dan dijatuhkan,2025-07-08T21:39:49Z,0,Yang paling parahnya lambang salip di hancurkan dan dijatuhkan,negative
@stefenstefen7835,"bagiku agama islam baik, lembut dan hangat.
sayangnya... di indonesia tidak terlihat seperti itu.
menjadi 1-1nya agama yang belum pernah ku pelajari.",2025-07-08T21:36:04Z,0,bagiku agama islam baik lembut dan hangat sayangnya di indonesia tidak terlihat seperti itu menjadi nya agama yang belum pernah ku pelajari,negative
@ngegus_1881,"Agama disalahkan, sebenarnya bukan Agama yang salah manusia nya yang salah. Disini Agama dijadikan bisnis kepentingan pribadi oknum muslim. 
Jujur oknum muslim disini sangat bernalar rendah, saya sebagai orang islam malu. 
Inilah contoh orang yg patut dipertanyakan kadar keimananya. #oknummuslim",2025-07-08T21:31:08Z,2,Agama disalahkan sebenarnya bukan Agama yang salah manusia nya yang salah Disini Agama dijadikan bisnis kepentingan pribadi oknum muslim Jujur oknum muslim disini sangat bernalar rendah saya sebagai orang islam malu Inilah contoh orang yg patut dipertanyakan kadar keimananya oknummuslim,negative
@CobaHeatup,Singkirkan zetsu putih dari indonesia kirim ke palestina,2025-07-08T21:29:00Z,1,Singkirkan zetsu putih dari indonesia kirim ke palestina,neutral
@GunKrowin,Setuju Pa Guru.. ''sekelompok bapa² yg tidak memiliki pekerjaan''😂😂😂,2025-07-08T21:17:41Z,0,Setuju Pa Guru sekelompok bapa yg tidak memiliki pekerjaan,neutral
@riyantonon7010,"Jos mas Guru gembul ,polisi harus menangkap dalang kerusuhan tunjukan bahwa polisi netral dan profesional, MUI MAKIN KELIHATAN BUSUKNYA , JUAL SERTIFIKAT HALAL  TERUS GIAT SEKALI",2025-07-08T21:14:54Z,1,Jos mas Guru gembul polisi harus menangkap dalang kerusuhan tunjukan bahwa polisi netral dan profesional MUI MAKIN KELIHATAN BUSUKNYA JUAL SERTIFIKAT HALAL TERUS GIAT SEKALI,negative
@GameBocil-c8c,"Ini oknum radikal umat muslim semenjak pilgub jkt makin parah 😂, dulu yg radikal / aneh sembunyi sembunyi skrng udah berani muncul. Kasian yg bener bener normal 😂😂",2025-07-08T21:12:53Z,0,Ini oknum radikal umat muslim semenjak pilgub jkt makin parah dulu yg radikal aneh sembunyi sembunyi skrng udah berani muncul Kasian yg bener bener normal,negative
@Xxoo_280G,ORANG BICARA AGAMA KOK *MENURUT SAYA* 😂 KENAPA GAK MENURUT KITAB YG SAYA BACA ATAU APA GITU 😂 KIYAI & KONTEN KREATOR EMANG BEDA,2025-07-08T21:12:06Z,2,ORANG BICARA AGAMA KOK MENURUT SAYA KENAPA GAK MENURUT KITAB YG SAYA BACA ATAU APA GITU KIYAI KONTEN KREATOR EMANG BEDA,negative
@ampiwasilainy3661,Tuhan berkati pa gugem,2025-07-08T21:08:51Z,0,Tuhan berkati pa gugem,positive
@nachtnacht7155,Ini kenapa ada iklan wakaf mulu ya . Tolong dibahas guru,2025-07-08T21:01:56Z,1,Ini kenapa ada iklan wakaf mulu ya Tolong dibahas guru,negative
@KomangAdhyatma,"Kira2 ada yang mau cari tau ga kenapa Pura untuk ibadah umat Hindu yang ada di kota2 besar di Jawa  lokasinya pasti di lingkungan kompleks militer? Contoh, 2 Pura di Jakarta lokasinya ada di komplek AU & Pampampres, di Surabaya & Malang lokasinya jg di komplek AU.",2025-07-08T21:01:18Z,0,Kira ada yang mau cari tau ga kenapa Pura untuk ibadah umat Hindu yang ada di kota besar di Jawa lokasinya pasti di lingkungan kompleks militer? Contoh Pura di Jakarta lokasinya ada di komplek AU Pampampres di Surabaya Malang lokasinya jg di komplek AU,neutral
@mushtardino,Tinggal bilang PKS,2025-07-08T20:57:06Z,1,Tinggal bilang PKS,neutral
@Batarasurya102,Ah gak akan jauh mereka pasti para penyembah habib,2025-07-08T20:51:39Z,0,Ah gak akan jauh mereka pasti para penyembah habib,negative
@lazarustrimono3119,Orang islam yg sejati di indonesia bisa di hitung. Kebanyakan islam dungu promax+ dan ngga bisa di bilangin wkwk,2025-07-08T20:41:10Z,1,Orang islam yg sejati di indonesia bisa di hitung Kebanyakan islam dungu promax dan ngga bisa di bilangin wkwk,negative
@Syafarac01,Ingat hanya di jawa daerah lain gak ada  hal. Seperti ini,2025-07-08T20:35:48Z,0,Ingat hanya di jawa daerah lain gak ada hal Seperti ini,neutral
@anggiequaresma4796,"Inilah yg disukai negara asing dr Indonesia. 
Manusianya bnyk yg bodoh!!! 
Gmpang di adu domba. 

Enak lho negara asing klo mau jajah Indonesia jaman sekarang. 
Buat HOAX,, maka akan bunuh2an sendiri tnp mengeluarkan alat perang.",2025-07-08T20:14:48Z,0,Inilah yg disukai negara asing dr Indonesia Manusianya bnyk yg bodoh!! Gmpang di adu domba Enak lho negara asing klo mau jajah Indonesia jaman sekarang Buat HOAX maka akan bunuhan sendiri tnp mengeluarkan alat perang,negative
@manispahit-go6on,"Benar sekali pak Ustad, 7 org pelaku ditgkap ttpi Provokator atau Otak penggerak gak diapain dan gak bisa disentuh hukum karena Provokator ini miliki power yg kuat dpt kendalikan aparat Polisi, semoga pemerintah RI secara serius tanggap dalam penyelesaian kejadian""tersebut, Salam persaudaraan dari kota Jayapura--Papua🙏🙏",2025-07-08T20:14:17Z,3,Benar sekali pak Ustad org pelaku ditgkap ttpi Provokator atau Otak penggerak gak diapain dan gak bisa disentuh hukum karena Provokator ini miliki power yg kuat dpt kendalikan aparat Polisi semoga pemerintah RI secara serius tanggap dalam penyelesaian kejadian tersebut Salam persaudaraan dari kota Jayapura Papua,positive
@hanifnur850,Sukabumi itu bukannya daerah yg suka joget sadbor di tiktok bukan si?,2025-07-08T20:07:06Z,0,Sukabumi itu bukannya daerah yg suka joget sadbor di tiktok bukan si?,neutral
@anugrahtehnik4566,Heleh rausah lebay ......biasa way lah orang kristen dianiaya di perkusi dah biasa ora gumun ......iman kristen kokoh kuat  dah gak mlempem kaya krupuk kena air...Tetep mengampuni gak membalas...,2025-07-08T20:03:42Z,0,Heleh rausah lebay biasa way lah orang kristen dianiaya di perkusi dah biasa ora gumun iman kristen kokoh kuat dah gak mlempem kaya krupuk kena air Tetep mengampuni gak membalas,negative
@KetutSuastika-og5is,"Benar sekali.......
Manusia intoleran semacam itu sebenarnya penganut ajaran setan bukan penganut agama tertentu",2025-07-08T20:03:10Z,2,Benar sekali Manusia intoleran semacam itu sebenarnya penganut ajaran setan bukan penganut agama tertentu,negative
@user-pc9ib7qf6g,24:43 lawak 😂,2025-07-08T20:02:53Z,0,lawak,negative
@saryono9872,Ya betul sekali perlu jadi perhatian MUI sangat benar kata guru Gembul👍👍👍,2025-07-08T19:54:50Z,0,Ya betul sekali perlu jadi perhatian MUI sangat benar kata guru Gembul,neutral
@franscoisce-9742,"kristen itu adalah katolik mas guru gembul, yg protes, adalah protestan, dan sebenarnya dia bukan kristen.. 
saya koreksi topik diskusi nya mas guru gembul ini🙏",2025-07-08T19:53:41Z,0,kristen itu adalah katolik mas guru gembul yg protes adalah protestan dan sebenarnya dia bukan kristen saya koreksi topik diskusi nya mas guru gembul ini,negative
@manispahit-go6on,"Salam hormat pak Ustad🙏Aku org papua dikota jayapura,  aku pribadi salut & beri apresiasi bt bpk dlm mencermati kejadian cidahu, ini membuktikan bhwa tdk semua saudara kita muslim miliki karakter spt oknum2 pelaku tersebut, Cara pandang pak Ustad adalah figur""pemimpin masadepan dinegara RI,.. Semoga Allah Yg Maha Kuasa selalu melindungi pak.Ustad..🙏🙏",2025-07-08T19:50:44Z,77,Salam hormat pak Ustad Aku org papua dikota jayapura aku pribadi salut beri apresiasi bt bpk dlm mencermati kejadian cidahu ini membuktikan bhwa tdk semua saudara kita muslim miliki karakter spt oknum pelaku tersebut Cara pandang pak Ustad adalah figur pemimpin masadepan dinegara RI Semoga Allah Yg Maha Kuasa selalu melindungi pak Ustad,positive
@abgc1796,Betul sekali tdk save di Indo. Sedikit2 org minoritas dijadikan sasaran. Coba kalau mrk sendiri diperlakukan seperti ini pasti seluruh Indonesia ikut2an demo n marah.,2025-07-08T19:45:47Z,2,Betul sekali tdk save di Indo Sedikit org minoritas dijadikan sasaran Coba kalau mrk sendiri diperlakukan seperti ini pasti seluruh Indonesia ikutan demo n marah,negative
@dgamharyo7618,Berat ini,2025-07-08T19:22:19Z,0,Berat ini,negative
@RidwanIrianto,"Pejabat kita baru mampu memberi toh mereka akan dapat ganti , tetapi tidak akan mampu memberi keadilan .",2025-07-08T19:09:58Z,0,Pejabat kita baru mampu memberi toh mereka akan dapat ganti tetapi tidak akan mampu memberi keadilan,neutral
@liuzcakep,"Oh ternyata pelakunya kebanyakan pengangguran, pantes sih, kalo mereka kerja mana berani ngerusuh di acara sodara bos-bos mereka 😂",2025-07-08T18:56:06Z,0,Oh ternyata pelakunya kebanyakan pengangguran pantes sih kalo mereka kerja mana berani ngerusuh di acara sodara bos bos mereka,negative
@WarnabungaIndah,Terima kasih kang sudah bahas ini. Terima kasihhh sekali sudah speakup🙏🙏🙏,2025-07-08T18:54:37Z,0,Terima kasih kang sudah bahas ini Terima kasihh sekali sudah speakup,positive
@neyrafilm,"Keren banget, guru gembul berani banget, aku suka yang seperti ini 😂",2025-07-08T18:50:50Z,0,Keren banget guru gembul berani banget aku suka yang seperti ini,positive
@Anggaintrvt,SUNDA DAN JAWA BARAT SELALU RUSUH DAN RASIS DALAM SEGALA HALL,2025-07-08T18:49:03Z,1,SUNDA DAN JAWA BARAT SELALU RUSUH DAN RASIS DALAM SEGALA HALL,negative
@Bela-tx4jq,"Susah ey jeng jurusan garis keras mah gampang di propokasi??si paling hijrah,si paling bener rungkad lahh",2025-07-08T18:47:41Z,0,Susah ey jeng jurusan garis keras mah gampang di propokasi??si paling hijrah si paling bener rungkad lahh,negative
@RioBronx,"Setuju pak guru, cari terus dalang nya sampai lubang semut. Masyarakat kita mayoritas pendidikan nya hanya tamat smp Dan ekonomi nya sulit ( cinderung bisa di gerakan demi rupiah ).",2025-07-08T18:46:07Z,0,Setuju pak guru cari terus dalang nya sampai lubang semut Masyarakat kita mayoritas pendidikan nya hanya tamat smp Dan ekonomi nya sulit cinderung bisa di gerakan demi rupiah,negative
@lapusterjal471,Dungu bngtt jls pengacau tak berlevel tindakan kampungan begitu,2025-07-08T18:45:36Z,0,Dungu bngtt jls pengacau tak berlevel tindakan kampungan begitu,negative
@paul_ito,"Kenapa sy menangkap kesan kalau bpk.guru ini(terutama dikoment no.2) berusaha menyampaikan kalau dalang pristiwa tsb adalah para pembenci islam ya?
Mudah²an sy salah.",2025-07-08T18:37:47Z,0,Kenapa sy menangkap kesan kalau bpk guru ini terutama dikoment no berusaha menyampaikan kalau dalang pristiwa tsb adalah para pembenci islam ya? Mudah an sy salah,negative
@Bachtiar_Muzakir,"GG lugas, lantang dan berani 👍🏽",2025-07-08T18:30:50Z,0,GG lugas lantang dan berani,positive
@cristoperaritonang,"Setuju ustat eh salah sebut pak guru,penistaan ke seluruh Indonesia..",2025-07-08T18:29:56Z,0,Setuju ustat eh salah sebut pak guru penistaan ke seluruh Indonesia,negative
@Rahmat_Sulingo_2106,"Tangkap pak kades dan pak RT jika terbukti bersalah.... Jangan pandang bulu... Berikan efek jera, agar tidak terulang lagi 😊",2025-07-08T18:29:38Z,0,Tangkap pak kades dan pak RT jika terbukti bersalah Jangan pandang bulu Berikan efek jera agar tidak terulang lagi,negative
@rizaloctaviano5510,DALANG DI BALIK NYA ADALAH DARI FRAKSI PDI PERJUANGAN,2025-07-08T18:23:03Z,2,DALANG DI BALIK NYA ADALAH DARI FRAKSI PDI PERJUANGAN,negative
@galatianadia4352,cari dalangnya pliss,2025-07-08T18:22:55Z,0,cari dalangnya pliss,negative
@Xfhffjtfsv,"Semenjak habib jumbo beserta jajarannya sekaligus ormasnya fpi naik daun sdm islam jadi intoleran dan barbar, itu nyatanya !",2025-07-08T18:12:05Z,0,Semenjak habib jumbo beserta jajarannya sekaligus ormasnya fpi naik daun sdm islam jadi intoleran dan barbar itu nyatanya !,negative
@sesw7075,"aku malah sdh murtad, ya begitu itu😊😊",2025-07-08T18:09:53Z,0,aku malah sdh murtad ya begitu itu,negative
@yosisembiring3026,"Dan lucunya masih banyak juga yang mendukung tindakan pelaku. Taruhlah seandainya pun harus ada izin , apa manusiawi membubarkan orang beribadah dengan intimidasi dan kekerasan? 
Ibadah loh ini.. Ibadah.. 
Orang sedang berbuat baik. 
Bukan yang kriminal. 
Dan masi banyak yang membela pelaku.
Artinya ikut mendukung yang dilakukan pelaku. 
Betapa rendahnya itu. 😞😞",2025-07-08T18:08:39Z,0,Dan lucunya masih banyak juga yang mendukung tindakan pelaku Taruhlah seandainya pun harus ada izin apa manusiawi membubarkan orang beribadah dengan intimidasi dan kekerasan? Ibadah loh ini Ibadah Orang sedang berbuat baik Bukan yang kriminal Dan masi banyak yang membela pelaku Artinya ikut mendukung yang dilakukan pelaku Betapa rendahnya itu,negative
@antonsandi798,Emang lucu. Sama org kristen sangat benci sekali. Seperti ada sentimen dan ketakutan akan perkembangan kristen di indonesia. 😅,2025-07-08T18:03:20Z,0,Emang lucu Sama org kristen sangat benci sekali Seperti ada sentimen dan ketakutan akan perkembangan kristen di indonesia,negative
@Batman-hv5hb,Jika disadari sepenuh hati bahwa islam adalah faktor utama sulitnya maju bangsa ini.,2025-07-08T18:02:16Z,1,Jika disadari sepenuh hati bahwa islam adalah faktor utama sulitnya maju bangsa ini,negative
@superwingaming4590,"Periksa dan proses hukum DAJJAL & IBLIS KADES. KAPOLSEK. MUI. KEMENHAM. IBU RT & SEMUA IBLIS BIADAP PELAKU PENGRUSAKAN DAN PEMBUBARAN DESA TANGKIL CIDAHU SUKABUMI JAWABARAT...

KARENA HANYA IBLIS & DAJJAL YANG MERASA RESAH & TERGANGGU MELIHAT MANUSIA YANG SEDANG BER IBADAH...",2025-07-08T17:58:13Z,0,Periksa dan proses hukum DAJJAL IBLIS KADES KAPOLSEK MUI KEMENHAM IBU RT SEMUA IBLIS BIADAP PELAKU PENGRUSAKAN DAN PEMBUBARAN DESA TANGKIL CIDAHU SUKABUMI JAWABARAT KARENA HANYA IBLIS DAJJAL YANG MERASA RESAH TERGANGGU MELIHAT MANUSIA YANG SEDANG BER IBADAH,negative
@zakerugashgash4194,Luar biasa Pak Guru! salut! saya sebagai umat Kristen sedikit lega bahwa ternyata masih ada umat Muslim yang masih bisa bernalar dan berucap sejuk seperti Pak Guru. Semoga Tuhan selalu memberkati Pak Guru dan keluarga.,2025-07-08T17:56:26Z,39,Luar biasa Pak Guru! salut! saya sebagai umat Kristen sedikit lega bahwa ternyata masih ada umat Muslim yang masih bisa bernalar dan berucap sejuk seperti Pak Guru Semoga Tuhan selalu memberkati Pak Guru dan keluarga,positive
@ABAM_RAP,"Indonesia bagian barat memang kejam, tapi Indonesia bagian timur masih adem karena kekuatan kultural lokal di kami masih kuat.",2025-07-08T17:55:46Z,0,Indonesia bagian barat memang kejam tapi Indonesia bagian timur masih adem karena kekuatan kultural lokal di kami masih kuat,positive
@ShoreAngler88,"Makin kesini, tujuan pak gugem utk memperbaiki atau memberikan edukasi kepada masyarakat tentang pendidikan makin menjauh. Kayaknya lebih penting membahas sesuatu yg trending biar jam tayang makin tinggi. Yaa saya maklumi juga, sekarang mending membahas yg trending 😅😅😅 bagi seorang konten kreator",2025-07-08T17:55:31Z,0,Makin kesini tujuan pak gugem utk memperbaiki atau memberikan edukasi kepada masyarakat tentang pendidikan makin menjauh Kayaknya lebih penting membahas sesuatu yg trending biar jam tayang makin tinggi Yaa saya maklumi juga sekarang mending membahas yg trending bagi seorang konten kreator,negative
@yosisembiring3026,"Pertanyaannya kemana semua pemuka agama? Kok tidak ada yang menyatakan keprihatinan dan mengecam tindakan ini??? Bukankah ini aneh? 
Karena mestinya semua pemuka agama mengecam dan meluruskan bahwa yang dilakukan itu salah. Supaya tidak terjadi lagi. 
Kok seolah tidak peduli dan ada kesan pembiaran.. 🤔",2025-07-08T17:55:01Z,0,Pertanyaannya kemana semua pemuka agama? Kok tidak ada yang menyatakan keprihatinan dan mengecam tindakan ini?? Bukankah ini aneh? Karena mestinya semua pemuka agama mengecam dan meluruskan bahwa yang dilakukan itu salah Supaya tidak terjadi lagi Kok seolah tidak peduli dan ada kesan pembiaran,negative
@yuriyanto3761,Kesalahan pemerintah adalah memelihara kadrun bos.....coba pemerintah tingkat atas aplagi bawah ketakutan sama kadrun....jdi penerintah RI itu sangat menjijikkan....rakyat rugi membayar mereka....lebih baik gak usah bayar pajak....percuma buat bayar jongos2 kadrun,2025-07-08T17:53:36Z,0,Kesalahan pemerintah adalah memelihara kadrun bos coba pemerintah tingkat atas aplagi bawah ketakutan sama kadrun jdi penerintah RI itu sangat menjijikkan rakyat rugi membayar mereka lebih baik gak usah bayar pajak percuma buat bayar jongos kadrun,negative
@stephenmunandar4395,"Agama itu letaknya di dapur. Apapun bumbu yang di pakai, yang penting penyajian di meja makannya. Tidak masalah apapun agamamu, yang terpenting adalah output personalmu di luar.. Tuhan berkati bpk Guru Gembul dan teman2 Muslim saya 🙏🏻",2025-07-08T17:53:33Z,1,Agama itu letaknya di dapur Apapun bumbu yang di pakai yang penting penyajian di meja makannya Tidak masalah apapun agamamu yang terpenting adalah output personalmu di luar Tuhan berkati bpk Guru Gembul dan teman Muslim saya,positive
@setisick3197,Kebanyakan nonton zuma mereka tu,2025-07-08T17:52:32Z,0,Kebanyakan nonton zuma mereka tu,negative
@zainuriz7831,"Ahamdulilla sama sepandangan dg  guru untuk peristiwa ini.
Salam damai",2025-07-08T17:49:27Z,0,Ahamdulilla sama sepandangan dg guru untuk peristiwa ini Salam damai,positive
@Barus6272,"Luar Biasa Sindiran Pedas Buat Negara ini.... : ""Kalian (Kristen/Non Muslim) tidak aman di Negara ini...ini sebenarnya Ucapan  Jengkel/marah dgn Pemimpin negara ini dan marah sama Kaum Muslim nya juga..tapi di bungkus GuGem dgn Kata² sederhana..itu Ungkapan Kemarahan Gugem secara Pribadi sebenarnya bahwa sanya GuGem Miris dan Sedih saking tdk tau mau Ngomong seperti apa supaya Sadarlah Org² Intoleran di Konoha Negri Awan ini...Jadi Gugem dgn Menahan amarah ber Ucap *KALIAN TIDAK AMAN DINEGARA INI* Kalau Pemimpin/Petinggi negara ini waras..Pasti merasa ditampar bolak balik😢😢",2025-07-08T17:41:50Z,0,Luar Biasa Sindiran Pedas Buat Negara ini Kalian Kristen Non Muslim tidak aman di Negara ini ini sebenarnya Ucapan Jengkel marah dgn Pemimpin negara ini dan marah sama Kaum Muslim nya juga tapi di bungkus GuGem dgn Kata sederhana itu Ungkapan Kemarahan Gugem secara Pribadi sebenarnya bahwa sanya GuGem Miris dan Sedih saking tdk tau mau Ngomong seperti apa supaya Sadarlah Org Intoleran di Konoha Negri Awan ini Jadi Gugem dgn Menahan amarah ber Ucap KALIAN TIDAK AMAN DINEGARA INI Kalau Pemimpin Petinggi negara ini waras Pasti merasa ditampar bolak balik,negative
@nanggracia9740,Padahal teman sy dari kecil kebanyakan islam bahkan bapakku juga punya anak angkat islam juga sampe sekarang masih berhubungan baik sungguh miris ketika liat antara islam dan kristen di daerah lain tdk akur padahal kami di NTT tdk pernah ada waktu buat gangguin agama lain buat ibadah islam dan kristen di NTT cuman mikir kira2 besok makan apa dan fokus cari uang 😂,2025-07-08T17:39:16Z,0,Padahal teman sy dari kecil kebanyakan islam bahkan bapakku juga punya anak angkat islam juga sampe sekarang masih berhubungan baik sungguh miris ketika liat antara islam dan kristen di daerah lain tdk akur padahal kami di NTT tdk pernah ada waktu buat gangguin agama lain buat ibadah islam dan kristen di NTT cuman mikir kira besok makan apa dan fokus cari uang,negative
@ShoreAngler88,"Mungkin MUI takut dibilang ""wahabisme"" 🗿🗿🗿",2025-07-08T17:36:27Z,0,Mungkin MUI takut dibilang wahabisme,negative
@freyaa6507,Ini sih kerjaannya habib habib baalwi yaman.. sang pemalsu NASAB...😅😅😅,2025-07-08T17:36:22Z,0,Ini sih kerjaannya habib habib baalwi yaman sang pemalsu NASAB,negative
@siprianus-yc9jh,Klu keluar dari Penjara..datang di NTT...NTT.TidK sibuk dgn agama..intinya semua hidup dl. Kerukunan dan damai,2025-07-08T17:23:41Z,0,Klu keluar dari Penjara datang di NTT NTT TidK sibuk dgn agama intinya semua hidup dl Kerukunan dan damai,positive
@marianusrasau8798,Terimakasih guru gembul atas pencerahan nya. Tuhan memberkati guru gembul dan keluarga nya.,2025-07-08T17:19:42Z,0,Terimakasih guru gembul atas pencerahan nya Tuhan memberkati guru gembul dan keluarga nya,positive
@siprianus-yc9jh,Klu kami lihat bukan saja 8/7orang.ratusan orang.kemana yg lain....jahanam,2025-07-08T17:17:27Z,0,Klu kami lihat bukan saja orang ratusan orang kemana yg lain jahanam,negative
@wiwinSugiarti-p7c,Yg bilang orang jawa hama itu ya sumatra salah satunya eks GAM karena iri dengki lihat banyak yg sukses di tanah sumatra seperti program transmigrasi,2025-07-08T17:14:52Z,1,Yg bilang orang jawa hama itu ya sumatra salah satunya eks GAM karena iri dengki lihat banyak yg sukses di tanah sumatra seperti program transmigrasi,negative
@sukowinarno_official739,Kata pdt mael atock...pendeta bayar orang muslim suruh bubarin orang Kristen lg ibadah...itu pendeta setan...,2025-07-08T17:06:59Z,0,Kata pdt mael atock pendeta bayar orang muslim suruh bubarin orang Kristen lg ibadah itu pendeta setan,negative
@anandacandysatrio6461,"hati hati pak, nanti dipaksa minta maaf sama pihak MUI wkwk",2025-07-08T17:04:07Z,1,hati hati pak nanti dipaksa minta maaf sama pihak MUI wkwk,negative
@raveonnnnn,dikasih maaf besok bakalan diulang lagi 😂😂😂😂,2025-07-08T17:02:42Z,0,dikasih maaf besok bakalan diulang lagi,neutral
@Grisgaming,"Kan udh saya bilang ,percaya deh. Indo kalau Semua non muslim cabut dari sini.indo bakal lebih parah dari zimbawe... ini aja rencana mau pindah negara, sedikit demi sedikit. Non muslim bakal pindah kok.. yaaaa.. percaya aja setelah pindah. Indo bakal di sikat deh sama negara lain. Bakal di jajah deh.. 🤭",2025-07-08T16:59:34Z,0,Kan udh saya bilang percaya deh Indo kalau Semua non muslim cabut dari sini indo bakal lebih parah dari zimbawe ini aja rencana mau pindah negara sedikit demi sedikit Non muslim bakal pindah kok yaa percaya aja setelah pindah Indo bakal di sikat deh sama negara lain Bakal di jajah deh,negative
@Dr.SetoMulyadi,Muslim jabar ya gitu 😂😂😂😂,2025-07-08T16:54:49Z,1,Muslim jabar ya gitu,neutral
@jagatpresisi2293,Terima kasih guru gembul......semoga makin membuat para orang2 sukabumi perusak bangunan ini setidaknya bertambah dikit IQnya yg DANGKAL dan JONGKOK.....sudah mempermalukan kotanya sendiri bahkan dunia sekarang tahu gara2 orang2 ber-IQ dangkal dari desa tangkil sukabumi ini dunia melihat BETAPA RENDAHAN MORAL DAN AKHLAK DAN JONGKOKNYA orang2 ini,2025-07-08T16:41:17Z,1,Terima kasih guru gembul semoga makin membuat para orang sukabumi perusak bangunan ini setidaknya bertambah dikit IQnya yg DANGKAL dan JONGKOK sudah mempermalukan kotanya sendiri bahkan dunia sekarang tahu gara orang ber IQ dangkal dari desa tangkil sukabumi ini dunia melihat BETAPA RENDAHAN MORAL DAN AKHLAK DAN JONGKOKNYA orang ini,negative
@DjeniHumena,Oh ternyata akhir dari cerita guru gembul adalah membela agamanya bukan membela yang di solimi,2025-07-08T16:37:06Z,0,Oh ternyata akhir dari cerita guru gembul adalah membela agamanya bukan membela yang di solimi,negative
@watoneleven6570,"Sound horeg saja di haramkan,,, kenapa saya belum dengar mengganggu ibadah orang, membubarkan ibadah orang, merusak tempat ibadah orang di fatwakan haram.",2025-07-08T16:35:51Z,1,Sound horeg saja di haramkan kenapa saya belum dengar mengganggu ibadah orang membubarkan ibadah orang merusak tempat ibadah orang di fatwakan haram,negative
@EddySaja108,Betul,2025-07-08T16:32:55Z,0,Betul,negative
@DjeniHumena,Oh guru gembul menyatakan bahwa orang yang menggeruduk adalah tidak ada pekerjaan ternyata mereka suka makan gratis jadi memang pas jadi tahanan hukum dan yang polisinyakan beragama sama dengan pelaku jadi guru gembul jangan cuma ngomong ttpi harus turun tangan langsung buka aslinya pelaku utama,2025-07-08T16:30:05Z,0,Oh guru gembul menyatakan bahwa orang yang menggeruduk adalah tidak ada pekerjaan ternyata mereka suka makan gratis jadi memang pas jadi tahanan hukum dan yang polisinyakan beragama sama dengan pelaku jadi guru gembul jangan cuma ngomong ttpi harus turun tangan langsung buka aslinya pelaku utama,negative
